ID,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y
TRAIN_0012,0.96546544529668,-1.0716485107871252,1.0953821314419443,0.9111009317913106,-0.514459156060082,-1.5763713547953215,0.5557156153462192,-0.0648912768172334,0.5803407626886402,0.41442212955004,-0.0374062056329122,91.5909
TRAIN_0013,0.923822378072252,-1.079714138839618,1.1125448457469476,0.9574163532073164,-0.5183649050818231,-1.577810782189791,0.560131811019008,-0.062437245972634,0.5821524409127653,0.4094547316351758,-0.0362298816707609,90.544134
TRAIN_0014,0.9709485962431396,-1.159227328942994,1.0958682169291194,0.9581227774374084,-0.5132864151729541,-1.5785122726119674,0.5563329938608558,-0.0617712782250475,0.5848094468615226,0.4124463657577853,-0.0356216036029484,90.57038
TRAIN_0015,0.9400555686049068,-1.2062345789778717,1.1196920451466472,0.9554304331314706,-0.5099656109616201,-1.5756757307680709,0.5581847955444924,-0.0640382176141671,0.581317208265973,0.4064211460237146,-0.0322155015206609,90.817206
TRAIN_0016,0.9742389954109384,-1.167020548243722,1.122533343411214,0.9548502374555428,-0.5054053495208073,-1.57810113633819,0.5509447966926838,-0.0651578360740558,0.5785517602734481,0.4065825399619249,-0.0334397107953484,89.937464
TRAIN_0017,0.9623108457479974,-1.2049372828340357,1.115342011057812,0.9269292276642424,-0.5037415298849326,-1.579620897183318,0.5555228227921083,-0.0664324512262916,0.5813686614334033,0.410542836210612,-0.0336261546841863,88.042304
TRAIN_0018,0.957287658599378,-1.2127957843716604,1.101819766729718,0.919127952007314,-0.4970672912449477,-1.581472387225997,0.5564108621740248,-0.0630688507029911,0.5814329668707106,0.4102844380659996,-0.0325798070442528,91.85947999999999
TRAIN_0019,0.9455351827124172,-1.2550897757559012,1.1100563984836247,0.9268690705698548,-0.5014927074310866,-1.579703814698621,0.5542907141827731,-0.0707749997029922,0.5841576763451706,0.4116747317306997,-0.0309674946960209,89.337872
TRAIN_0020,0.9200025122167697,-1.146065237587042,1.1164234939066222,0.9517367625660724,-0.4914090023014321,-1.586311534982587,0.5511760918048031,-0.0665634639644732,0.5798639495140031,0.4082402937908754,-0.0292738470013169,91.40302
TRAIN_0021,0.9286794677144626,-1.1615427219979324,1.113679320104551,0.9462459556517674,-0.4869678758150914,-1.5829220424991652,0.5464157423831506,-0.0716065595892364,0.5824736549991305,0.4079756553239518,-0.0291919798521886,90.01101
TRAIN_0022,0.929997936470283,-1.2171784582080858,1.1147405879049503,0.9575272306837548,-0.4864414208088926,-1.5854938695206584,0.547402182030047,-0.065691025840028,0.5842514111492169,0.4062688992856489,-0.0283372412937477,89.916888
TRAIN_0023,0.95620348135441,-1.1702445286109495,1.1256863190431972,0.9253311628562004,-0.4922406448007705,-1.582751590325598,0.5492012468306053,-0.0655341117261325,0.582770916776502,0.4068909561010724,-0.0277669536033794,91.66629
TRAIN_0024,0.9752602731111376,-1.1183251438790656,1.1192150726637342,0.9403685313983122,-0.4826067973762026,-1.590963720136534,0.545583042747017,-0.0667940318747471,0.5845750766378934,0.4062721051941703,-0.0286560238244885,88.98853199999999
TRAIN_0025,0.935213323164838,-1.1137808807734666,1.1120303287029634,0.912977043645246,-0.4891728698222158,-1.5860967667607782,0.5494264010361488,-0.072738541022642,0.5784972629872116,0.4041827856216077,-0.0278734696285118,91.9325
TRAIN_0026,0.9442130727344384,-1.1572086651542008,1.1051640061760526,0.9445243318337728,-0.4947272847677281,-1.5891699694676955,0.551716237402109,-0.0715304219919829,0.5842287754553369,0.4051140805461441,-0.0287058226622788,90.035186
TRAIN_0027,0.9097123380975584,-1.233719011015526,1.1008795436622263,0.948064662936632,-0.4938066003679132,-1.5890163548003724,0.5450546480102978,-0.0653806451420716,0.5791878897294236,0.4055653887806636,-0.0269706367054701,87.368792
TRAIN_0028,0.9760346746469104,-1.17421220824119,1.1039920214507295,0.9435830889225102,-0.4864431241798089,-1.5887915271945234,0.5473871102876797,-0.0647352080226371,0.5836320373147016,0.4071341749845372,-0.0259042311012699,91.959034
TRAIN_0029,0.9684704690799136,-1.23205774551027,1.1037072334009337,0.9367082280337308,-0.4923014604963605,-1.5923821788252357,0.5468509847144175,-0.0662943759698923,0.5796321018056589,0.4089298563054685,-0.0279792845369163,88.92958999999999
TRAIN_0030,0.9142855477868488,-1.2127741946340267,1.1098060965416163,0.9512738512094924,-0.4767614265225787,-1.5854641185374516,0.5513939999155985,-0.0647825420606327,0.581150290497133,0.4047623569768326,-0.0259102436180118,87.42763
TRAIN_0031,0.9710967376880608,-1.210544401564169,1.1082735775733696,0.9520713188018016,-0.4885971065085075,-1.5947593190915073,0.5456919887542309,-0.070182193611601,0.5818772409252306,0.4048195958555112,-0.023653142563914,90.985864
TRAIN_0032,0.9277554192856838,-1.1515701804398883,1.1203228520352089,0.9142343550315798,-0.4774151622916764,-1.591453751758945,0.5464201779519131,-0.066285564101909,0.5837900654442175,0.4078263066896571,-0.0233048382153134,88.18501
TRAIN_0033,0.95913191478269,-1.1601079175411866,1.1211397437648525,0.9274941238471762,-0.481537525331853,-1.591138838727621,0.5397586348042857,-0.0737147519203709,0.5823011167302166,0.4008012549715238,-0.0220938694766889,85.93672000000001
TRAIN_0034,0.9594991767482164,-1.2050364930380408,1.1216148088235405,0.9408280595813612,-0.4751443750438698,-1.59772702719731,0.5458611021338224,-0.0740457932309844,0.5805063345723228,0.4020987282341465,-0.0224644976676491,90.863648
TRAIN_0035,0.9499271274949436,-1.2137229345180212,1.1075416452769984,0.9181213587983812,-0.4768232903129794,-1.5934312707534548,0.5407016641992498,-0.0665968632973967,0.582208535845702,0.4061278363868267,-0.0227870149528982,91.1963
TRAIN_0036,0.9676759624248192,-1.2886795218367566,1.1242532084791104,0.9158518755392224,-0.4737275493649074,-1.5901025892685765,0.5408196077152464,-0.0682444295321163,0.5814601372669338,0.4008939455668893,-0.0225496812748018,89.82488
TRAIN_0037,0.9361693678352446,-1.1522009917416876,1.1272261597600737,0.9403275769112248,-0.4673720105369936,-1.5981636182006425,0.54657508630078,-0.0731765724822761,0.58334021965765,0.4021503291396524,-0.0218668723196727,87.822876
TRAIN_0038,0.9370960542150152,-1.2912710166554933,1.1371442904638267,0.9593096594286472,-0.4632645027194931,-1.6000076975017148,0.5413347796570879,-0.0673312825672483,0.5828145662009355,0.3993113354162489,-0.0206720366441278,90.46687
TRAIN_0039,0.9559295285921872,-1.2121545844422676,1.1167988052557998,0.9583057511666356,-0.4621091211677913,-1.5918692343996832,0.5451052047216852,-0.068055521333822,0.5834274641499088,0.4029538705559791,-0.0195064644053582,91.67438
TRAIN_0040,0.9373412848137228,-1.3099429535026863,1.1225106403528176,0.9323951971513452,-0.4737513562201425,-1.6002000635285416,0.5401669166386257,-0.067261200786821,0.5792120644055267,0.4030728382353156,-0.0202242070698469,90.38912400000001
TRAIN_0041,0.9495041699664546,-1.170541739322443,1.1158646436740507,0.9346169793777716,-0.4683023426014395,-1.6033314245413426,0.536253316657415,-0.0730038199186147,0.5777333360678393,0.3976232097486831,-0.0199373191503621,90.853546
TRAIN_0042,0.9782919583352188,-1.2915365260146046,1.1295666664878532,0.9360830859897472,-0.4662394439281562,-1.6042930664740125,0.5383754534510851,-0.072509431810066,0.5817176639407015,0.4022114674370505,-0.0177197195126085,88.109754
TRAIN_0043,0.9415805687147328,-1.1877642261496868,1.131310318267296,0.9414944783876572,-0.4573264422508992,-1.602225653707278,0.5411209370645831,-0.0757438223843928,0.5788177541052661,0.4008192941819551,-0.0191251224174216,89.98354
TRAIN_0044,0.9563069360810754,-1.2417923740922236,1.135738198549599,0.9217287323394844,-0.4615852496452129,-1.5982958970967072,0.5377644450874624,-0.0706184090066889,0.5814825249875344,0.4020414804651669,-0.0185974659482115,90.10231999999999
TRAIN_0045,0.9270111401139152,-1.1727776246464794,1.1190583761237791,0.9396536996832844,-0.4579427866736312,-1.6051389906457665,0.5398204022625581,-0.0685218709685742,0.5774234668789036,0.3966735797489072,-0.01816702685811,86.170776
TRAIN_0046,0.9406769143528122,-1.296646073031778,1.1312124209352574,0.9508731280563978,-0.45350635589308,-1.5973728282436968,0.533285661108958,-0.0768782873200737,0.5826868375076465,0.3987103687736179,-0.018373791612649,91.50134
TRAIN_0047,0.9712396579926786,-1.2219601255064128,1.130296533057684,0.9252178374977552,-0.457149264147661,-1.6033706143686193,0.5382863513991621,-0.0701388504578175,0.5787733454535526,0.3981807559549566,-0.0176645171652802,90.28904
TRAIN_0048,0.9146634130105726,-1.2196631521529973,1.1470091012742067,0.9451381305284476,-0.4545833127002011,-1.6082499568096482,0.5395078519675249,-0.0689242775322736,0.576301149436283,0.395993218637036,-0.0160578628496189,90.478674
TRAIN_0049,0.9197966907454748,-1.3283056633014303,1.1370017454536232,0.9314859710020272,-0.4588600228188106,-1.6067935275021157,0.5344199138822748,-0.0709426766877591,0.5786561463480709,0.3964613287759227,-0.0155112625751032,90.4503
TRAIN_0050,0.975735348547946,-1.165279152363287,1.121195025756878,0.946774923786834,-0.450718112515203,-1.6015843540485435,0.5387673717350288,-0.0697074550981396,0.5826414813972297,0.3959654660522615,-0.0146862211481879,89.374206
TRAIN_0051,0.955807109589916,-1.2940489025937734,1.124338226885762,0.9187363036911512,-0.4478172406841713,-1.60235832259353,0.5300350622451725,-0.0712580475275155,0.5778796197118591,0.3999181906498767,-0.0146810802561897,90.02138
TRAIN_0052,0.9615747053829315,-1.2826492304316672,1.143219345396947,0.9202659611952912,-0.4514774813529739,-1.6034598669686122,0.5303294393847053,-0.0700244834627908,0.5814094958919335,0.3937248296914088,-0.0137436846701009,89.083136
TRAIN_0053,0.9798770415876038,-1.1778942891740705,1.1215607032335966,0.9262548058506564,-0.4489479616226421,-1.6112656503493807,0.5304146509634787,-0.0753993842706384,0.576930874541277,0.3995191159487475,-0.0140544085309048,91.56298799999999
TRAIN_0054,0.9247432064118052,-1.1906236103577483,1.1349961850211143,0.9492367829352684,-0.4421837616857205,-1.6131732249660429,0.5303578556873128,-0.0695152019648444,0.5808162744879155,0.3935205089003793,-0.0128964252122287,84.75962
TRAIN_0055,0.97980384389791,-1.3196940269768274,1.141583476819298,0.9325785254712649,-0.4467822436496104,-1.6133215879368208,0.5339783415632973,-0.0755719041112349,0.5796239349722054,0.3970425611953839,-0.0119893451607101,89.988812
TRAIN_0056,0.9531331822926652,-1.251408138602086,1.126330960340948,0.93916766917544,-0.4435562970875586,-1.605558284214475,0.535234592658656,-0.0789915778339752,0.5818765087933385,0.3957136992096027,-0.0101885336012522,87.945526
TRAIN_0057,0.9250103518011392,-1.3411812593088563,1.148399808088648,0.9176454898979216,-0.4437750767030913,-1.6072586918900378,0.5283957647972599,-0.0729990415450684,0.5775283000483381,0.3982228519637054,-0.0126084267349674,87.881512
TRAIN_0058,0.9391691714790578,-1.1867443927247543,1.1459550744299465,0.9478772433195098,-0.4512010146932172,-1.6097863574779974,0.529618723708393,-0.0706270277455756,0.577453330665102,0.3985934041645941,-0.0104087487765192,90.34892599999999
TRAIN_0059,0.9220099166743324,-1.2521108680537765,1.1536811845859696,0.9236108479644394,-0.440309063979135,-1.6106463846454122,0.5330218009571206,-0.0700463780396503,0.5813317806902949,0.3929942454172139,-0.0097382125668457,90.4881
TRAIN_0060,0.9192481049506894,-1.322212735585119,1.1318546926375246,0.9617169528258854,-0.4361156155064685,-1.6120048646855374,0.5243984283552137,-0.0702946416385423,0.5820987564994614,0.3917845355354032,-0.0105633649003845,88.20288000000001
TRAIN_0061,0.9326921993931444,-1.2444889293306498,1.136000314656484,0.928075605169458,-0.4409038254681534,-1.6144386978042344,0.5285651082150365,-0.0733236201181097,0.5808203354325265,0.3906943010573173,-0.0082646873687837,90.86466
TRAIN_0062,0.9154678552143796,-1.203390395914134,1.1426575537633596,0.949107503274051,-0.4353559122560003,-1.610104836982907,0.5253703874986542,-0.0790696265098361,0.5816686615324622,0.3946629693542148,-0.0090863773519587,89.69106000000001
TRAIN_0063,0.9632457893594788,-1.2706845303014729,1.1389265156255035,0.9610139883850782,-0.4474045215922956,-1.6176228718631038,0.525408375328965,-0.0791483101664893,0.5791811325789624,0.3903622182699975,-0.0092666476584284,90.84428799999999
TRAIN_0064,0.9761799580615028,-1.3089756875340792,1.1339928470803329,0.9165745773546948,-0.4338097554603353,-1.617646569155425,0.5243110793499937,-0.0793673983393439,0.5797507706749228,0.3941989616766225,-0.009079013301055,86.78682
TRAIN_0065,0.9275909021229686,-1.3678706664409268,1.1565702741068302,0.9161832493620018,-0.4429908842525207,-1.619084290166537,0.5271777749452421,-0.0723126742824124,0.580539315148531,0.3945355672563322,-0.0074574745252209,88.71142
TRAIN_0066,0.9422537950652036,-1.2134457347838672,1.1517192249837362,0.9235102069694572,-0.4331245000237833,-1.6189420882411072,0.5220647659271551,-0.0738298877141553,0.5798112377417585,0.3894417165459641,-0.0072008089163714,88.20237399999999
TRAIN_0067,0.9255909809347432,-1.368947565757861,1.1368289067765391,0.9212439722484768,-0.4392227895011181,-1.6181162772827398,0.5238913375687579,-0.0799950262701275,0.5822504930056065,0.3905255818468777,-0.0058498506146015,91.402026
TRAIN_0068,0.9258290936841796,-1.2738931838936405,1.1439461146573706,0.9506182510955304,-0.4438977347502767,-1.6224542117353231,0.5213300822176433,-0.0817385328640666,0.577117387617366,0.3933127703542146,-0.0060944952819469,89.325824
TRAIN_0069,0.9207619670883546,-1.355919632308488,1.1463921484203314,0.9577050522425332,-0.4354823998081978,-1.621084620212862,0.5248222577091877,-0.0741441278262425,0.5820153205765186,0.3949745400979016,-0.0073645111914504,90.71715
TRAIN_0070,0.9241329596382,-1.2557882730611225,1.1622413722909457,0.9483967082622198,-0.4378471440016795,-1.6154089531025488,0.5241723196139569,-0.0783487407946236,0.576510086328427,0.3902854568566054,-0.0071999209953301,91.67724
TRAIN_0071,0.9583937270809272,-1.3587748245309896,1.1615638411880946,0.9426054814896178,-0.4401996748276915,-1.6225225802959344,0.5249719280877655,-0.0774552826738084,0.5813917755558655,0.3897805759555168,-0.0062184272242177,91.79650799999999
TRAIN_0072,0.961125208129758,-1.2834420685054562,1.1520925500839423,0.9137370048049536,-0.4344201581365879,-1.6187491326608072,0.5273126245436546,-0.0725042414066599,0.5782878084905481,0.3886388966904462,-0.004480956524078,90.62698
TRAIN_0073,0.9584602648856392,-1.2209891258381145,1.1466449062974404,0.943345162792824,-0.4238192914715418,-1.6181120751483808,0.5273956127110118,-0.080091948389648,0.5777767529868755,0.3889593863151551,-0.0065554150502787,91.63994
TRAIN_0074,0.9694086182376588,-1.2267120102706213,1.1536256632661734,0.9201865644023294,-0.4343484211547638,-1.618459628665096,0.5231385168678211,-0.0806086616034426,0.5796942857054199,0.3900422549619495,-0.005170167692794,87.949432
TRAIN_0075,0.923358186015055,-1.3645004503550864,1.142162985465642,0.9548013015952784,-0.426349183004378,-1.61710258205714,0.527535999526113,-0.0815418729877785,0.5779018485370951,0.3886253071759519,-0.0039602247687653,90.407366
TRAIN_0076,0.9537211553453828,-1.2398705039149884,1.1548881592071405,0.9253007971679024,-0.4324294963955247,-1.618789545444227,0.5282824885131004,-0.081407936831191,0.5783742735039958,0.3878207199608523,-0.0038206846928545,87.40674
TRAIN_0077,0.9165094164191404,-1.2625482894605211,1.1539270127659638,0.9385719702521684,-0.4344060616862995,-1.62522854425892,0.5233748719310316,-0.0745192577112803,0.5804155618318652,0.3899746898491243,-0.0047376038848853,88.55951
TRAIN_0078,0.9733555384926867,-1.3523129498343442,1.145081542890558,0.927715968765456,-0.4351110381942824,-1.6209213187932914,0.5220156617334725,-0.0743677298094062,0.5805883342554292,0.3892129274724012,-0.0054196087964453,90.09080800000001
TRAIN_0079,0.965472888005327,-1.3451953252202675,1.1580206428582371,0.9396675980278316,-0.4217621925638694,-1.6207132105003783,0.5228816019821401,-0.0757247292870816,0.5762552849038907,0.3927792616980781,-0.0041288637176206,90.545392
TRAIN_0080,0.9771039946106996,-1.224711546100815,1.1624684660042628,0.935983413007217,-0.4332509684470083,-1.627938603703911,0.5189339694470719,-0.0729368546102268,0.5786132691279144,0.3907533393042833,-0.0045435801147735,85.98276
TRAIN_0081,0.9275117392965148,-1.3510609616834532,1.1500316389973742,0.936030816661232,-0.4210816171038385,-1.6280443648552865,0.5185378300939033,-0.0731237096634155,0.5821143881439418,0.3903921412457822,-0.004499114968571,89.18870799999999
TRAIN_0082,0.923737614384528,-1.3033701625864298,1.1629177494395082,0.9602773335118068,-0.4308527397091092,-1.6254690579260065,0.5234417018612926,-0.0832325402463048,0.5802443850377214,0.3923126249624438,-0.0036247712027291,86.54258999999999
TRAIN_0083,0.942701416024154,-1.3276379265489668,1.149932066336534,0.9405423119119196,-0.4175831342762146,-1.629343952935711,0.5250491856009366,-0.0817533226340854,0.5799242554155859,0.3878982737109521,-0.0020725374310127,90.48699400000001
TRAIN_0084,0.9469636941347296,-1.363891158014141,1.1379053745215488,0.9209936901782856,-0.4225882108884726,-1.624439872380421,0.5179199606071072,-0.0790990854619022,0.5786998530124896,0.3896320238474952,-0.003559843589621,90.226594
TRAIN_0085,0.9659737197531724,-1.2952767010282258,1.1402211448447122,0.922389389705589,-0.4223363730051643,-1.6255413719321683,0.5239759408563716,-0.0831253692332103,0.5820353246218547,0.391929474713838,-0.0020140524080845,90.67262600000001
TRAIN_0086,0.941591526354414,-1.3245565531812662,1.154705425810694,0.9602240929297382,-0.4156565407403877,-1.622484232845738,0.5212934792498074,-0.0815039508093945,0.576758381433495,0.3904916300458163,-0.0027570322405456,90.84255399999999
TRAIN_0087,0.9350862366565252,-1.4047743665334862,1.1613780207471456,0.9254123909615974,-0.414384048980365,-1.627198346473285,0.5248979734979512,-0.0813071743139257,0.5805238993951468,0.3903595702945047,-0.0012114678791085,91.19447
TRAIN_0088,0.9224196479814591,-1.405217287413148,1.1606935252281754,0.9405731615035066,-0.4212182423690055,-1.6256180528374262,0.5208401688205394,-0.0785304107899611,0.5761883437336083,0.3888731743345974,-0.0010452093004242,90.00672
TRAIN_0089,0.9239426487642692,-1.2958618278228518,1.153430415342845,0.9290200417054688,-0.4249120217499307,-1.6308636910415466,0.5250389312165241,-0.0771153891502617,0.5776398507047905,0.3920164753337464,-0.0014951317780987,86.14880000000001
TRAIN_0090,0.9790326731995426,-1.262159377178462,1.166378552844258,0.9182688891962312,-0.4244156630281579,-1.6289733746002006,0.5215874513399634,-0.074197772535448,0.5797205593660814,0.3863600341796965,-0.0005917106663377,87.74584
TRAIN_0091,0.9558432843288798,-1.383514018079798,1.166515325527024,0.953725584371292,-0.4219443115308611,-1.6233589933651873,0.5146403448740557,-0.0841738707885663,0.5793805239850053,0.3908537965537445,-0.0020644628970755,87.8586
TRAIN_0092,0.960940858835264,-1.2933087956289355,1.1419782329066812,0.9406912673808346,-0.4159298542710886,-1.6280194857197772,0.5188248732525167,-0.0809441452335047,0.5813268355707514,0.3871013377775781,0.0004857890422995,90.40578000000001
TRAIN_0093,0.9328846912973738,-1.3630959905951114,1.1419154841283954,0.9493468876911352,-0.4266322000447254,-1.6247533096380768,0.5168213599469558,-0.0788951339898637,0.5782741150409677,0.3850621297975851,-0.0006300872842949,91.75332
TRAIN_0094,0.9820664202030532,-1.285992358490246,1.1628805648838536,0.9579278918805614,-0.4206073061477028,-1.627527218489501,0.515983246570918,-0.0816375990534725,0.578290640626218,0.386714244857802,0.0012925285616965,90.60195999999999
TRAIN_0095,0.9329303694415436,-1.3828455121304488,1.16670205272773,0.9489207958793848,-0.4161391480198916,-1.6345360512255178,0.5214332716342736,-0.0761257166605561,0.5792160822469442,0.389021053748433,0.0016752407176494,91.322474
TRAIN_0096,0.9166507008130412,-1.384902890156961,1.1429164389870383,0.923902134451829,-0.4240709734704926,-1.6291321487932942,0.5148937023484943,-0.0757796701233249,0.5786434780061874,0.3901542301678605,0.0018610925125803,88.6853
TRAIN_0097,0.94982545432653,-1.3303087571139764,1.169079939718218,0.9322091159184364,-0.4158448861591042,-1.6281459600925725,0.5139198900623401,-0.0842759924033828,0.5807186512352862,0.3884832499278036,0.0002409268934266,89.81152399999999
TRAIN_0098,0.9464138053247102,-1.271534358970746,1.1509343916371415,0.9348563009364697,-0.4181346203921302,-1.6346401629044969,0.5210458235234599,-0.085104824684158,0.58126155278924,0.3894543435928613,0.002401966733692,91.688586
TRAIN_0099,0.9587196334382624,-1.2965250694774293,1.1572584731725228,0.924909135000305,-0.4082894475614903,-1.636061701694438,0.5138812682061605,-0.0761922030466387,0.5791932785801638,0.3834778273928807,0.0009363755123908,86.043756
TRAIN_0100,0.9632642308299704,-1.3636822050506747,1.145652010555825,0.957836493390372,-0.412663737623733,-1.6294431183873463,0.5187155936469925,-0.0854351815189799,0.5809770661664803,0.3876356582020335,0.0011690412216781,88.523266
TRAIN_0101,0.9415710310596792,-1.4219968712783504,1.1670245340725098,0.9581236682041456,-0.4207308543662088,-1.633579794910527,0.520683108051032,-0.0815542468006859,0.5772339633593218,0.3886890147326416,0.0023703836156307,88.24199200000001
TRAIN_0102,0.9439750919421144,-1.3323706266259594,1.1628149389765772,0.938978457211118,-0.4144086501146646,-1.6377539457751695,0.5206338396435587,-0.081471746004068,0.5821241856900511,0.3830334871533056,0.0007718848998968,85.20989399999999
TRAIN_0103,0.9379269439696816,-1.268476449519491,1.1721941076509348,0.9328704694488325,-0.406386229290015,-1.629744730228601,0.5134717105955412,-0.0846116479621519,0.5790013360629285,0.3877154518379586,0.002159535726004,90.4983
TRAIN_0104,0.9774470578059012,-1.3408601894127237,1.1719414874561076,0.9162920974927076,-0.4168198140042601,-1.6354855066216012,0.5210976783951722,-0.0818257452101897,0.5823961300364692,0.3889723806025337,0.0037458434312309,88.936132
TRAIN_0105,0.9782842942594608,-1.2637440273188474,1.159122361070425,0.9386703392362422,-0.4034710930143652,-1.6306784588767764,0.511289522954737,-0.082200604341602,0.5783938691528635,0.3881599439716985,0.0040553159639706,90.11004
TRAIN_0106,0.9656656303141508,-1.423331875946065,1.162813774152491,0.9604922848093564,-0.4061740639526955,-1.6353714667464163,0.5177443104636947,-0.0851757023681858,0.5829403472589463,0.384824430441687,0.0039966075517679,91.12743
TRAIN_0107,0.9467699023038526,-1.3283024662550569,1.1618803682785066,0.9376351688637584,-0.4113565668734809,-1.6360348895674777,0.5137124164729501,-0.0790065610402759,0.5781230893952862,0.3867455930809383,0.0040207577000156,90.30322
TRAIN_0108,0.9828326506767544,-1.3402471343987947,1.1589184041878282,0.9374446379381284,-0.4077441859506785,-1.6379037482372842,0.5136031305958041,-0.0786787414194129,0.579170748331606,0.3833968163526288,0.0026353429135379,89.82544
TRAIN_0109,0.9268526069637582,-1.3730619265252777,1.1619929095087722,0.9191213680410034,-0.4024146892083759,-1.6390132096198389,0.514582798618993,-0.0861885750978309,0.5767979781346652,0.3843453258765598,0.003829958904057,89.380976
TRAIN_0110,0.9251397387268744,-1.3178741160066807,1.1572715070131347,0.9526351125746298,-0.4138716724126396,-1.639697256793716,0.5142439755466027,-0.0858608204828962,0.5796101649146087,0.3820772326190173,0.0054525065447748,90.975408
TRAIN_0111,0.9738562215944736,-1.2910071711737123,1.148654835074518,0.951227686965351,-0.4031841146540686,-1.6379413769444418,0.5124924056652884,-0.0784373390474824,0.5819330311471528,0.3844031201524095,0.0045209645385211,91.02552
TRAIN_0112,0.9468441600862874,-1.2903548282230424,1.1577554890154451,0.9140266357328516,-0.3991180884503731,-1.6370524953703172,0.5132012478433404,-0.0836933268646012,0.5826528266504267,0.3865649065966563,0.0043772435371633,91.349512
TRAIN_0113,0.9836519056545968,-1.4192236612025475,1.1764542823543385,0.939690000246542,-0.4100477060596199,-1.6371792138822787,0.5108591186388314,-0.0789345322076473,0.5793188410506556,0.3869998215582871,0.0061735188706863,89.683472
TRAIN_0114,0.9580012521314224,-1.404285565009982,1.1721593722491372,0.9277120519647992,-0.4136488607883186,-1.63899168059859,0.5139502279284984,-0.0870293401239493,0.5802742752576869,0.386347885005238,0.0045608685909363,90.398676
TRAIN_0115,0.9375454477208756,-1.406820876746238,1.1502445547387037,0.9476590725258004,-0.4065691212412698,-1.6407768432273409,0.5144695938448359,-0.0826843432483032,0.5812550063630608,0.3839472851696477,0.0060920324546347,86.37111200000001
TRAIN_0116,0.97154251340021,-1.40910339259496,1.1740627221323578,0.944488629443636,-0.3994322079162311,-1.6430006169515865,0.5137806691194486,-0.0865826525500189,0.5823191733199413,0.3843292971023018,0.0064675118224141,89.83184800000001
TRAIN_0117,0.923150438473757,-1.3507315279049177,1.171186676095566,0.9586550953838112,-0.4129296345745962,-1.6430019339731716,0.5138965753813691,-0.0841199090727524,0.5818060915859655,0.3819594064004226,0.0045636846651869,85.75363999999999
TRAIN_0118,0.9362827575473982,-1.3465010704543057,1.156501290419709,0.9345287492533264,-0.3967908333024614,-1.6410260868297375,0.5096649433549355,-0.0862528815874037,0.5788679113001793,0.3835686730036313,0.0064258107681326,87.84278
